id,drug_names,drugbank_identifier,pubchem_identifier,conditions,ICD_top_level_name,drugbank_id_A,drugbank_id_B,Combination_Count
NCT00037817,"[[""celecoxib""], [""decitabine""]]","[""DB00482"", ""DB01262""]","[""CID2662"", ""CID451668""]",pleural mesotheliomas,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00482,DB01262,2
NCT00038090,"[[""dexamethasone"", ""Decadron""], [""thalidomide"", ""Thalomid""]]","[""DB01234"", ""DB01041""]","[""CID5743"", ""-1""]",multiple myeloma,Neoplasms,DB01234,DB01041,4
NCT00038168,"[[""taxol"", ""paclitaxel""], [""estramustine"", ""estramustine""]]","[""DB01229"", ""DB01196""]","[""CID36314"", ""CID259331""]",prostate cancer,Diseases of the male genital system,DB01229,DB01196,1
NCT00039494,"[[""erlotinib"", ""CP 358774"", ""erlotinib"", ""OSI-774""], [""temozolomide"", ""Temodar"", ""temozolomide"", ""Temodal""]]","[""DB00530"", ""DB00853""]","[""CID176870"", ""CID5394""]",adult giant cell glioblastoma,Neoplasms of brain or central nervous system,DB00530,DB00853,10
NCT00040664,"[[""ritonavir"", ""fosamprenavir""], [""fosamprenavir""]]","[""DB00503"", ""DB01319""]","[""CID392622"", ""CID131536""]",hiv infection,Diseases of the genitourinary system,DB00503,DB01319,6
NCT00040859,"[[""capecitabine""], [""oxaliplatin""]]","[""DB01101"", ""DB00526""]","[""CID60953"", ""CID11947679""]",esophageal cancer,Diseases of oesophagus,DB01101,DB00526,22
NCT00040859,"[[""capecitabine""], [""oxaliplatin""]]","[""DB01101"", ""DB00526""]","[""CID60953"", ""CID11947679""]",gastric cancer,Diseases of the stomach or the duodenum,DB01101,DB00526,40
NCT00041015,"[[""cisplatin""], [""topotecan hydrochloride""]]","[""DB00515"", ""DB01030""]","[""-1"", ""CID60699""]",lung cancer,Neoplasms of the respiratory system,DB00515,DB01030,1
NCT00042939,"[[""docetaxel"", ""Taxotere""], [""irinotecan"", ""Camptosar""]]","[""DB01248"", ""DB00762""]","[""CID148124"", ""CID60838""]",pancreatic cancer,Diseases of pancreas,DB01248,DB00762,2
NCT00043550,"[[""venlafaxine"", ""Effexor""], [""sertraline"", ""Zoloft""]]","[""DB00285"", ""DB01104""]","[""CID5656"", ""CID68617""]",depression,Mood disorders,DB00285,DB01104,2
NCT00045162,"[[""irinotecan""], [""cisplatin""]]","[""DB00762"", ""DB00515""]","[""CID60838"", ""-1""]",lung cancer,Neoplasms of the respiratory system,DB00762,DB00515,15
NCT00045942,"[[""itraconazole""], [""PKC412"", ""midostaurin""]]","[""DB01167"", ""DB06595""]","[""CID55283"", ""CID9829523""]",acute myeloid leukemia,Neoplasms,DB01167,DB06595,5
NCT00048087,"[[""docetaxel"", ""Taxotere""], [""ZD1839"", ""Iressa"", ""gefitinib""]]","[""DB01248"", ""DB00317""]","[""CID148124"", ""CID123631""]",non-small cell lung cancer,Neoplasms of the respiratory system,DB01248,DB00317,2
NCT00049166,"[[""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin""], [""erlotinib"", ""OSI-774"", ""CP 358774"", ""erlotinib""]]","[""DB00515"", ""DB00530""]","[""-1"", ""CID176870""]",stage iv squamous cell carcinoma of the lip and oral cavity,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00515,DB00530,9
NCT00049166,"[[""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin""], [""erlotinib"", ""OSI-774"", ""CP 358774"", ""erlotinib""]]","[""DB00515"", ""DB00530""]","[""-1"", ""CID176870""]",stage ii squamous cell carcinoma of the oropharynx,Neoplasms of the respiratory system,DB00515,DB00530,11
NCT00049257,"[[""paclitaxel"", ""taxol""], [""carboplatin"", ""Paraplatin""]]","[""DB01229"", ""DB00958""]","[""CID36314"", ""CID10339178""]",prostate cancer,Diseases of the male genital system,DB01229,DB00958,3
NCT00049283,"[[""docetaxel"", ""Taxotere"", ""Taxotere""], [""erlotinib"", ""CP 358774"", ""erlotinib"", ""OSI-774""]]","[""DB01248"", ""DB00530""]","[""CID148124"", ""CID176870""]",stage ivb squamous cell carcinoma of the lip and oral cavity,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01248,DB00530,15
NCT00049283,"[[""docetaxel"", ""Taxotere"", ""Taxotere""], [""erlotinib"", ""CP 358774"", ""erlotinib"", ""OSI-774""]]","[""DB01248"", ""DB00530""]","[""CID148124"", ""CID176870""]",stage iii squamous cell carcinoma of the hypopharynx,Neoplasms of the respiratory system,DB01248,DB00530,34
NCT00049283,"[[""docetaxel"", ""Taxotere"", ""Taxotere""], [""erlotinib"", ""CP 358774"", ""erlotinib"", ""OSI-774""]]","[""DB01248"", ""DB00530""]","[""CID148124"", ""CID176870""]",stage iii verrucous carcinoma of the oral cavity,Malignant neoplasms involving the skin,DB01248,DB00530,2
NCT00050011,"[[""letrozole"", ""Femara""], [""zoledronic acid"", ""zoledronate""]]","[""DB01006"", ""DB00399""]","[""CID3902"", ""CID68740""]",breast neoplasms,Disorders of breast,DB01006,DB00399,18
NCT00050011,"[[""letrozole"", ""Femara""], [""zoledronic acid"", ""zoledronate""]]","[""DB01006"", ""DB00399""]","[""CID3902"", ""CID68740""]",osteoporosis,Osteopathies or chondropathies,DB01006,DB00399,6
NCT00050167,"[[""docetaxel"", ""Taxotere""], [""capecitabine"", ""Xeloda""]]","[""DB01248"", ""DB01101""]","[""CID148124"", ""CID60953""]",breast cancer,Disorders of breast,DB01248,DB01101,17
NCT00050414,"[[""dexamethasone""], [""trabectedin""]]","[""DB01234"", ""DB05109""]","[""CID5743"", ""CID108150""]",ovarian neoplasms,Diseases of the female genital system,DB01234,DB05109,4
NCT00050414,"[[""dexamethasone""], [""trabectedin""]]","[""DB01234"", ""DB05109""]","[""CID5743"", ""CID108150""]",endocrine gland neoplasms,Endocrine diseases,DB01234,DB05109,1
NCT00050414,"[[""dexamethasone""], [""trabectedin""]]","[""DB01234"", ""DB05109""]","[""CID5743"", ""CID108150""]",neoplasms by site,Neoplasms,DB01234,DB05109,2
NCT00050414,"[[""dexamethasone""], [""trabectedin""]]","[""DB01234"", ""DB05109""]","[""CID5743"", ""CID108150""]","genital diseases, female",Diseases of the genitourinary system,DB01234,DB05109,1
NCT00052429,"[[""cisplatin""], [""fluorouracil""]]","[""DB00515"", ""DB00544""]","[""-1"", ""-1""]",head and neck cancer,Neoplasms of the nervous system,DB00515,DB00544,3
NCT00053352,"[[""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin""], [""etoposide"", ""etoposide"", ""VP-16"", ""VP-16""]]","[""DB00515"", ""DB00773""]","[""-1"", ""CID36462""]",childhood malignant ovarian germ cell tumor,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00515,DB00773,2
NCT00053352,"[[""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin""], [""etoposide"", ""etoposide"", ""VP-16"", ""VP-16""]]","[""DB00515"", ""DB00773""]","[""-1"", ""CID36462""]",childhood malignant testicular germ cell tumor,Diseases of the male genital system,DB00515,DB00773,6
NCT00053352,"[[""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin""], [""etoposide"", ""etoposide"", ""VP-16"", ""VP-16""]]","[""DB00515"", ""DB00773""]","[""-1"", ""CID36462""]",childhood teratoma,"Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",DB00515,DB00773,2
NCT00054028,"[[""paclitaxel"", ""Anzatax"", ""taxol"", ""Asotax"", ""paclitaxel""], [""suramin"", ""Germanin"", ""Antrypol""]]","[""DB01229"", ""DB04786""]","[""CID36314"", ""CID5361""]",recurrent breast cancer,Disorders of breast,DB01229,DB04786,3
NCT00054184,"[[""paclitaxel""], [""docetaxel""]]","[""DB01229"", ""DB01248""]","[""-1"", ""CID148124""]",lung cancer,Neoplasms of the respiratory system,DB01229,DB01248,1
NCT00054327,"[[""cytarabine"", ""Ara-C"", ""Arabinose"", ""cytosar"", ""cytosine""], [""cyclophosphamide"", ""cyclophosphamide"", ""cytoxan"", ""cyclophosphamide""]]","[""DB00987"", ""DB00531""]","[""CID6253"", ""CID2907""]",leukemia,Neoplasms,DB00987,DB00531,14
NCT00054457,"[[""docetaxel""], [""capecitabine""]]","[""DB01248"", ""DB01101""]","[""CID148124"", ""CID60953""]",esophageal cancer,Diseases of oesophagus,DB01248,DB01101,3
NCT00054457,"[[""docetaxel""], [""capecitabine""]]","[""DB01248"", ""DB01101""]","[""CID148124"", ""CID60953""]",gastric cancer,Diseases of the stomach or the duodenum,DB01248,DB01101,4
NCT00054717,"[[""tipranavir""], [""ritonavir""]]","[""DB00932"", ""DB00503""]","[""CID54682461"", ""CID392622""]",hiv infections,Diseases of the genitourinary system,DB00932,DB00503,8
NCT00055770,"[[""docetaxel"", ""Taxotere"", ""Taxotere""], [""erlotinib"", ""erlotinib"", ""CP 358774"", ""OSI-774""]]","[""DB01248"", ""DB00530""]","[""CID148124"", ""CID176870""]",recurrent squamous cell carcinoma of the paranasal sinus and nasal cavity,"In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",DB01248,DB00530,1
NCT00056056,"[[""methoxsalen""], [""bexarotene""]]","[""DB00553"", ""DB00307""]","[""CID4114"", ""CID82146""]",lymphoma,Neoplasms,DB00553,DB00307,1
NCT00056160,"[[""dexamethasone"", ""Decadron""], [""CC 5013"", ""Revlimid"", ""lenalidomide""]]","[""DB01234"", ""DB00480""]","[""CID5743"", ""CID216326""]",multiple myeloma,Neoplasms,DB01234,DB00480,52
NCT00056472,"[[""sertraline"", ""Zoloft""], [""olanzapine"", ""Zyprexa""]]","[""DB01104"", ""DB00334""]","[""CID68617"", ""CID4585""]",major depressive disorder with psychotic features,Mood disorders,DB01104,DB00334,1
NCT00057122,"[[""rifapentine""], [""isoniazid""]]","[""DB01201"", ""DB00951""]","[""CID5462354"", ""CID3767""]",hiv infections,Diseases of the genitourinary system,DB01201,DB00951,5
NCT00057122,"[[""rifapentine""], [""isoniazid""]]","[""DB01201"", ""DB00951""]","[""CID5462354"", ""CID3767""]",tuberculosis,Mycobacterial diseases,DB01201,DB00951,11
NCT00057122,"[[""rifampin""], [""isoniazid""]]","[""DB01045"", ""DB00951""]","[""CID5381226"", ""CID3767""]",hiv infections,Diseases of the genitourinary system,DB01045,DB00951,1
NCT00057122,"[[""rifampin""], [""isoniazid""]]","[""DB01045"", ""DB00951""]","[""CID5381226"", ""CID3767""]",tuberculosis,Mycobacterial diseases,DB01045,DB00951,11
NCT00057785,"[[""fluorouracil""], [""cisplatin""]]","[""DB00544"", ""DB00515""]","[""-1"", ""-1""]",oral complications of radiation therapy,Reasons for contact with the health services,DB00544,DB00515,2
NCT00057850,"[[""ixabepilone""], [""cisplatin""]]","[""DB04845"", ""DB00515""]","[""CID6445540"", ""-1""]",head and neck cancer,Neoplasms of the nervous system,DB04845,DB00515,1
NCT00057863,"[[""oxaliplatin""], [""paclitaxel"", ""paclitaxel"", ""Anzatax""]]","[""DB00526"", ""DB01229""]","[""CID11947679"", ""CID36314""]",cervical adenocarcinoma,Diseases of oesophagus,DB00526,DB01229,3
NCT00057863,"[[""oxaliplatin""], [""paclitaxel"", ""paclitaxel"", ""Anzatax""]]","[""DB00526"", ""DB01229""]","[""CID11947679"", ""CID36314""]",cervical adenosquamous carcinoma,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00526,DB01229,5
NCT00057941,"[[""gefitinib"", ""ZD0101"", ""Iressa""], [""fulvestrant"", ""Faslodex""]]","[""DB00317"", ""DB00947""]","[""CID123631"", ""CID104741""]",estrogen receptor-positive breast cancer,Disorders of breast,DB00317,DB00947,4
NCT00057941,"[[""gefitinib"", ""ZD0101"", ""Iressa""], [""anastrozole"", ""anastrozole"", ""Arimidex"", ""ICI D1033""]]","[""DB00317"", ""DB01217""]","[""CID123631"", ""CID2187""]",estrogen receptor-positive breast cancer,Disorders of breast,DB00317,DB01217,6
NCT00058188,"[[""zoledronic acid""], [""calcium gluconate""]]","[""DB00399"", ""DB11126""]","[""CID68740"", ""CID9290""]",osteoporosis,Osteopathies or chondropathies,DB00399,DB11126,1
NCT00058188,"[[""zoledronic acid""], [""calcium gluconate""]]","[""DB00399"", ""DB11126""]","[""CID68740"", ""CID9290""]",prostate cancer,Diseases of the male genital system,DB00399,DB11126,1
NCT00058474,"[[""capecitabine""], [""oxaliplatin""]]","[""DB01101"", ""DB00526""]","[""CID60953"", ""CID11947679""]",colorectal cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01101,DB00526,122
NCT00058825,"[[""fludarabine""], [""FK-506""]]","[""DB01073"", ""DB00864""]","[""-1"", ""-1""]",hematologic malignancies,Neoplasms,DB01073,DB00864,1
NCT00059306,"[[""aspirin""], [""clopidogrel""]]","[""DB00945"", ""DB00758""]","[""CID2244"", ""CID60606""]",cerebrovascular accident,Diseases of the nervous system,DB00945,DB00758,17
NCT00059306,"[[""aspirin""], [""clopidogrel""]]","[""DB00945"", ""DB00758""]","[""CID2244"", ""CID60606""]",hypertension,Hypertensive diseases,DB00945,DB00758,1
NCT00059618,"[[""PS 341"", ""Velcade"", ""LDP-341"", ""MLN341""], [""carboplatin"", ""Paraplatin""]]","[""DB00188"", ""DB00958""]","[""-1"", ""CID10339178""]",ovarian cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00188,DB00958,3
NCT00059631,"[[""bortezomib"", ""MLN341"", ""LDP-341"", ""Velcade""], [""mitoxantrone""]]","[""DB00188"", ""DB01204""]","[""CID387447"", ""-1""]",prostate cancer,Diseases of the male genital system,DB00188,DB01204,1
NCT00059826,"[[""cisplatin""], [""fluorouracil"", ""fluorouracil""]]","[""DB00515"", ""DB00544""]","[""-1"", ""-1""]",pancreatic cancer,Diseases of pancreas,DB00515,DB00544,3
NCT00060944,"[[""dexamethasone""], [""Yondelis""]]","[""DB01234"", ""DB05109""]","[""CID5743"", ""-1""]",liposarcoma,Neoplasms of the circulatory system,DB01234,DB05109,6
NCT00061932,"[[""bortezomib"", ""ABCD1 protein, human"", ""MLN341"", ""Velcade""], [""irinotecan"", ""Camptothecin-11"", ""Campto"", ""Camptosar""]]","[""DB00188"", ""DB00762""]","[""CID387447"", ""CID60838""]",adenocarcinoma of the gastroesophageal junction,Diseases of oesophagus,DB00188,DB00762,1
NCT00061932,"[[""bortezomib"", ""ABCD1 protein, human"", ""MLN341"", ""Velcade""], [""irinotecan"", ""Camptothecin-11"", ""Campto"", ""Camptosar""]]","[""DB00188"", ""DB00762""]","[""CID387447"", ""CID60838""]",diffuse adenocarcinoma of the stomach,Diseases of the stomach or the duodenum,DB00188,DB00762,7
NCT00062010,"[[""isotretinoin"", ""isotretinoin"", ""accutanes"", ""Cistane""], [""paclitaxel"", ""taxol""]]","[""DB00982"", ""DB01229""]","[""CID5282379"", ""CID36314""]",lung cancer,Neoplasms of the respiratory system,DB00982,DB01229,1
NCT00062101,"[[""celecoxib"", ""Celebrex"", ""SC 58635""], [""erlotinib"", ""erlotinib"", ""CP 358774"", ""OSI-774""]]","[""DB00482"", ""DB00530""]","[""CID2662"", ""CID176870""]",recurrent non-small cell lung cancer,Neoplasms of the respiratory system,DB00482,DB00530,9
NCT00063401,"[[""paclitaxel""], [""carboplatin""]]","[""DB01229"", ""DB00958""]","[""-1"", ""-1""]",peritoneal neoplasms,"Neoplasms of unknown behaviour, except of lymphoid, haematopoietic, central nervous system or related tissues",DB01229,DB00958,6
NCT00063401,"[[""paclitaxel""], [""carboplatin""]]","[""DB01229"", ""DB00958""]","[""-1"", ""-1""]",fallopian tube neoplasms,Diseases of the female genital system,DB01229,DB00958,24
NCT00063570,"[[""pemetrexed"", ""LY 231514"", ""Alimta""], [""gemcitabine"", ""LY 188011"", ""Gemzar""]]","[""DB00642"", ""DB00441""]","[""CID446556"", ""CID60750""]",breast cancer,Disorders of breast,DB00642,DB00441,2
NCT00063960,"[[""floxuridine""], [""irinotecan""]]","[""DB00322"", ""DB00762""]","[""CID5790"", ""CID60838""]",colorectal cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00322,DB00762,4
NCT00064012,"[[""bortezomib""], [""docetaxel""]]","[""DB00188"", ""DB01248""]","[""CID387447"", ""CID148124""]",lung cancer,Neoplasms of the respiratory system,DB00188,DB01248,14
NCT00066066,"[[""amoxicillin""], [""doxycycline"", ""Atridox""]]","[""DB01060"", ""DB00254""]","[""CID33613"", ""CID54671203""]",periodontitis,Diseases or disorders of orofacial complex,DB01060,DB00254,2
NCT00066157,"[[""medroxyprogesterone"", ""progesterone""], [""estradiol""]]","[""DB00603"", ""DB00783""]","[""CID10631"", ""CID5757""]",alzheimer disease,Disorders with neurocognitive impairment as a major feature,DB00603,DB00783,1
NCT00066170,"[[""modafinil"", ""Provigil""], [""Xyrem"", ""sodium oxybate""]]","[""DB00745"", ""DB09072""]","[""CID4236"", ""CID23663870""]",narcolepsy,Sleep-wake disorders,DB00745,DB09072,1
NCT00066768,"[[""docetaxel"", ""Taxotere"", ""Taxotere""], [""suramin"", ""Germanin"", ""Antrypol""]]","[""DB01248"", ""DB04786""]","[""CID148124"", ""CID5361""]",recurrent non-small cell lung cancer,Neoplasms of the respiratory system,DB01248,DB04786,4
NCT00068315,"[[""bortezomib"", ""ABCD1 protein, human"", ""MLN341"", ""Velcade""], [""fludarabine"", ""Fludara"", ""Beneflur""]]","[""DB00188"", ""DB01073""]","[""CID387447"", ""CID30751""]",extranodal marginal zone b-cell lymphoma of mucosa-associated lymphoid tissue,Neoplasms,DB00188,DB01073,11
NCT00068315,"[[""bortezomib"", ""ABCD1 protein, human"", ""MLN341"", ""Velcade""], [""fludarabine"", ""Fludara"", ""Beneflur""]]","[""DB00188"", ""DB01073""]","[""CID387447"", ""CID30751""]",nodal marginal zone b-cell lymphoma,Malignant neoplasms involving the skin,DB00188,DB01073,1
NCT00068601,"[[""cyclophosphamide""], [""goserelin""]]","[""DB00531"", ""DB00014""]","[""-1"", ""CID5311128""]",breast cancer,Disorders of breast,DB00531,DB00014,1
NCT00068601,"[[""cyclophosphamide""], [""goserelin""]]","[""DB00531"", ""DB00014""]","[""-1"", ""CID5311128""]",menopausal symptoms,Diseases of the female genital system,DB00531,DB00014,1
NCT00068653,"[[""ZD1839"", ""gefitinib"", ""Iressa""], [""celecoxib"", ""Celebrex""]]","[""DB00317"", ""DB00482""]","[""CID123631"", ""CID2662""]",lung cancer,Neoplasms of the respiratory system,DB00317,DB00482,1
NCT00072163,"[[""temozolomide"", ""Temodar"", ""Temodal"", ""temozolomide""], [""thalidomide"", ""Thalomid"", ""thalidomide"", ""Kevadon""]]","[""DB00853"", ""DB01041""]","[""CID5394"", ""-1""]",recurrent melanoma,Malignant neoplasms involving the skin,DB00853,DB01041,2
NCT00072163,"[[""temozolomide"", ""Temodar"", ""Temodal"", ""temozolomide""], [""thalidomide"", ""Thalomid"", ""thalidomide"", ""Kevadon""]]","[""DB00853"", ""DB01041""]","[""CID5394"", ""-1""]",stage iv melanoma,Diseases of the female genital system,DB00853,DB01041,1
NCT00072163,"[[""temozolomide"", ""Temodar"", ""Temodal"", ""temozolomide""], [""thalidomide"", ""Thalomid"", ""thalidomide"", ""Kevadon""]]","[""DB00853"", ""DB01041""]","[""CID5394"", ""-1""]",tumors metastatic to brain,Neoplasms of brain or central nervous system,DB00853,DB01041,3
NCT00073528,"[[""letrozole""], [""lapatinib"", ""GW572016""]]","[""DB01006"", ""DB01259""]","[""CID3902"", ""CID208908""]",breast neoplasms,Disorders of breast,DB01006,DB01259,3
NCT00073918,"[[""cyclophosphamide"", ""cyclophosphamide"", ""cyclophosphamide"", ""cytoxan"", ""Endoxan""], [""etoposide"", ""etoposide"", ""VP-16"", ""VP-16""]]","[""DB00531"", ""DB00773""]","[""CID2907"", ""CID36462""]",nodal marginal zone b-cell lymphoma,Malignant neoplasms involving the skin,DB00531,DB00773,1
NCT00074282,"[[""cyclophosphamide"", ""cytoxan""], [""pentostatin"", ""Nipent"", ""pentostatin""]]","[""DB00531"", ""DB00552""]","[""CID2907"", ""CID439693""]",leukemia,Neoplasms,DB00531,DB00552,19
NCT00075010,"[[""decitabine"", ""Dacogen""], [""valproic acid""]]","[""DB01262"", ""DB00313""]","[""CID451668"", ""CID3121""]",leukemia,Neoplasms,DB01262,DB00313,17
