id,drug_names,drugbank_identifier,pubchem_identifier,conditions,ICD_top_level_name,drugbank_id_A,drugbank_id_B,drugA,drugB,Combination_Count
NCT00005976,"[[""Pyrazoloacridine""], [""carboplatin""]]","[""DB12549"", ""DB00958""]","[""-1"", ""-1""]",brain and central nervous system tumors,Neoplasms,DB12549,DB00958,['Pyrazoloacridine'],['carboplatin'],3
NCT00006002,"[[""dexamethasone""], [""Semaxinib""]]","[""DB01234"", ""DB05332""]","[""CID5743"", ""-1""]",prostate cancer,Diseases of the male genital system,DB01234,DB05332,['dexamethasone'],['Semaxinib'],1
NCT00006024,"[[""temozolomide""], [""lomustine""]]","[""DB00853"", ""DB01206""]","[""CID5394"", ""CID3950""]",brain tumor,Neoplasms of brain or central nervous system,DB00853,DB01206,['temozolomide'],['lomustine'],7
NCT00006081,"[[""paclitaxel"", ""taxol""], [""bryostatin 1""]]","[""DB01229"", ""DB11752""]","[""CID36314"", ""CID5280757""]",esophageal cancer,Diseases of oesophagus,DB01229,DB11752,"['paclitaxel', 'taxol']",['bryostatin 1'],1
NCT00006081,"[[""paclitaxel"", ""taxol""], [""bryostatin 1""]]","[""DB01229"", ""DB11752""]","[""CID36314"", ""CID5280757""]",gastric cancer,Diseases of the stomach or the duodenum,DB01229,DB11752,"['paclitaxel', 'taxol']",['bryostatin 1'],1
NCT00006094,"[[""oxaliplatin"", ""Dacotin"", ""DACPLAT"", ""Eloxatin"", ""oxaliplatin""], [""fluorouracil"", ""fluorouracil"", ""fluorouracil"", ""fluorouracil""]]","[""DB00526"", ""DB00544""]","[""CID11947679"", ""-1""]",adenocarcinoma of the rectum,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00526,DB00544,"['oxaliplatin', 'Dacotin', 'DACPLAT', 'Eloxatin', 'oxaliplatin']","['fluorouracil', 'fluorouracil', 'fluorouracil', 'fluorouracil']",17
NCT00006111,"[[""cisplatin""], [""fluorouracil""]]","[""DB00515"", ""DB00544""]","[""-1"", ""-1""]",bladder cancer,Diseases of the urinary system,DB00515,DB00544,['cisplatin'],['fluorouracil'],6
NCT00006178,"[[""sirolimus""], [""Thymoglobulin""]]","[""DB00877"", ""DB00098""]","[""-1"", ""-1""]",kidney failure,Diseases of the urinary system,DB00877,DB00098,['sirolimus'],['Thymoglobulin'],1
NCT00006363,"[[""cytarabine"", ""cytarabine"", ""cytarabine"", ""Ara-C"", ""cytarabine"", ""cytosar""], [""etoposide"", ""VP-16"", ""etoposide"", ""VP-16""]]","[""DB00987"", ""DB00773""]","[""CID6253"", ""CID36462""]",adult acute basophilic leukemia,Neoplasms,DB00987,DB00773,"['cytarabine', 'cytarabine', 'cytarabine', 'Ara-C', 'cytarabine', 'cytosar']","['etoposide', 'VP-16', 'etoposide', 'VP-16']",30
NCT00006389,"[[""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin""], [""bryostatin 1"", ""bryostatin 1"", ""B705008K112"", ""bryostatin 1""]]","[""DB00515"", ""DB11752""]","[""-1"", ""CID5280757""]",stage iii gastric cancer,Diseases of the stomach or the duodenum,DB00515,DB11752,"['cisplatin', 'cisplatin', 'cisplatin', 'cisplatin', 'cisplatin']","['bryostatin 1', 'bryostatin 1', 'B705008K112', 'bryostatin 1']",2
NCT00006604,"[[""atevirdine""], [""ritonavir""]]","[""DB12264"", ""DB00503""]","[""CID60848"", ""CID392622""]",hiv infections,Diseases of the genitourinary system,DB12264,DB00503,['atevirdine'],['ritonavir'],5
NCT00006760,"[[""vinorelbine""], [""ifosfamide""]]","[""DB00361"", ""DB01181""]","[""CID60780"", ""CID3690""]",lymphoma,Neoplasms,DB00361,DB01181,['vinorelbine'],['ifosfamide'],1
NCT00006890,"[[""prednisone""], [""thalidomide""]]","[""DB00635"", ""DB01041""]","[""-1"", ""-1""]",multiple myeloma and plasma cell neoplasm,Neoplasms,DB00635,DB01041,['prednisone'],['thalidomide'],2
NCT00006942,"[[""bryostatin 1"", ""B705008K112"", ""bryostatin 1"", ""bryostatin 1""], [""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin""]]","[""DB11752"", ""DB00515""]","[""CID5280757"", ""-1""]",fallopian tube cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB11752,DB00515,"['bryostatin 1', 'B705008K112', 'bryostatin 1', 'bryostatin 1']","['cisplatin', 'cisplatin', 'cisplatin', 'cisplatin', 'cisplatin']",3
NCT00006942,"[[""bryostatin 1"", ""B705008K112"", ""bryostatin 1"", ""bryostatin 1""], [""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin"", ""cisplatin""]]","[""DB11752"", ""DB00515""]","[""CID5280757"", ""-1""]",stage iii ovarian epithelial cancer,Neoplasms of the circulatory system,DB11752,DB00515,"['bryostatin 1', 'B705008K112', 'bryostatin 1', 'bryostatin 1']","['cisplatin', 'cisplatin', 'cisplatin', 'cisplatin', 'cisplatin']",2
NCT00008450,"[[""mycophenolate mofetil"", ""Cellcept"", ""mycophenolate mofetil""], [""cyclosporine"", ""cyclosporine"", ""Sandimmune"", ""sangcya"", ""Sandimmune"", ""cyclosporine"", ""cyclosporine"", ""cyclosporine"", ""Gengraf""]]","[""DB00688"", ""DB00091""]","[""CID5281078"", ""CID5284373""]",adenosine deaminase deficiency,Disorders of lymphocyte function,DB00688,DB00091,"['mycophenolate mofetil', 'Cellcept', 'mycophenolate mofetil']","['cyclosporine', 'cyclosporine', 'Sandimmune', 'sangcya', 'Sandimmune', 'cyclosporine', 'cyclosporine', 'cyclosporine', 'Gengraf']",4
NCT00008450,"[[""mycophenolate mofetil"", ""Cellcept"", ""mycophenolate mofetil""], [""cyclosporine"", ""cyclosporine"", ""Sandimmune"", ""sangcya"", ""Sandimmune"", ""cyclosporine"", ""cyclosporine"", ""cyclosporine"", ""Gengraf""]]","[""DB00688"", ""DB00091""]","[""CID5281078"", ""CID5284373""]",immune system disorder,Diseases of the immune system,DB00688,DB00091,"['mycophenolate mofetil', 'Cellcept', 'mycophenolate mofetil']","['cyclosporine', 'cyclosporine', 'Sandimmune', 'sangcya', 'Sandimmune', 'cyclosporine', 'cyclosporine', 'cyclosporine', 'Gengraf']",2
NCT00008450,"[[""mycophenolate mofetil"", ""Cellcept"", ""mycophenolate mofetil""], [""cyclosporine"", ""cyclosporine"", ""Sandimmune"", ""sangcya"", ""Sandimmune"", ""cyclosporine"", ""cyclosporine"", ""cyclosporine"", ""Gengraf""]]","[""DB00688"", ""DB00091""]","[""CID5281078"", ""CID5284373""]",purine-nucleoside phosphorylase deficiency,Metabolic disorders,DB00688,DB00091,"['mycophenolate mofetil', 'Cellcept', 'mycophenolate mofetil']","['cyclosporine', 'cyclosporine', 'Sandimmune', 'sangcya', 'Sandimmune', 'cyclosporine', 'cyclosporine', 'cyclosporine', 'Gengraf']",2
NCT00009737,"[[""leucovorin""], [""fluorouracil""]]","[""DB00650"", ""DB00544""]","[""CID6106"", ""-1""]",colorectal cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00650,DB00544,['leucovorin'],['fluorouracil'],10
NCT00009984,"[[""thalidomide"", ""Thalomid"", ""Kevadon"", ""thalidomide""], [""fludarabine"", ""Beneflur"", ""Fludara""]]","[""DB01041"", ""DB01073""]","[""-1"", ""CID30751""]",refractory chronic lymphocytic leukemia,Neoplasms,DB01041,DB01073,"['thalidomide', 'Thalomid', 'Kevadon', 'thalidomide']","['fludarabine', 'Beneflur', 'Fludara']",2
NCT00010257,"[[""carboplatin"", ""Paraplatin"", ""carboplatin"", ""JM-8""], [""paclitaxel"", ""taxol""]]","[""DB00958"", ""DB01229""]","[""CID10339178"", ""CID36314""]",thymoma,Diseases of thymus,DB00958,DB01229,"['carboplatin', 'Paraplatin', 'carboplatin', 'JM-8']","['paclitaxel', 'taxol']",2
NCT00014196,"[[""cisplatin""], [""docetaxel""]]","[""DB00515"", ""DB01248""]","[""-1"", ""CID148124""]",lung cancer,Neoplasms of the respiratory system,DB00515,DB01248,['cisplatin'],['docetaxel'],20
NCT00015938,"[[""vinorelbine""], [""docetaxel""]]","[""DB00361"", ""DB01248""]","[""CID60780"", ""CID148124""]",breast cancer,Disorders of breast,DB00361,DB01248,['vinorelbine'],['docetaxel'],2
NCT00017251,"[[""carboplatin"", ""Paraplatin"", ""Paraplatin"", ""JM-8"", ""carboplatin"", ""Carboplat""], [""etoposide"", ""etoposide"", ""VP-16"", ""VP-16""]]","[""DB00958"", ""DB00773""]","[""CID10339178"", ""CID36462""]",extensive stage small cell lung cancer,Neoplasms of the respiratory system,DB00958,DB00773,"['carboplatin', 'Paraplatin', 'Paraplatin', 'JM-8', 'carboplatin', 'Carboplat']","['etoposide', 'etoposide', 'VP-16', 'VP-16']",23
NCT00017316,"[[""thalidomide""], [""Semaxinib""]]","[""DB01041"", ""DB05332""]","[""-1"", ""-1""]",melanoma (skin),Malignant neoplasms involving the skin,DB01041,DB05332,['thalidomide'],['Semaxinib'],1
NCT00017563,"[[""docetaxel""], [""mitoxantrone hydrochloride""]]","[""DB01248"", ""DB01204""]","[""CID148124"", ""CID51082""]",prostate cancer,Diseases of the male genital system,DB01248,DB01204,['docetaxel'],['mitoxantrone hydrochloride'],1
NCT00018031,"[[""ribavirin"", ""Rebetol"", ""ICN-1229"", ""Copegus"", ""ribavirin amidine"", ""Virazole"", ""Catenin Delta-1"", ""Virazole"", ""ribavirin"", ""ribavirin"", ""ribavirin"", ""ribavirin"", ""Ribasphere""], [""peginterferon alfa-2b"", ""Sylatron"", ""Pegintron"", ""Pegintron""]]","[""DB00811"", ""DB00022""]","[""-1"", ""-1""]",hepatitis c,Diseases of the digestive system,DB00811,DB00022,"['ribavirin', 'Rebetol', 'ICN-1229', 'Copegus', 'ribavirin amidine', 'Virazole', 'Catenin Delta-1', 'Virazole', 'ribavirin', 'ribavirin', 'ribavirin', 'ribavirin', 'Ribasphere']","['peginterferon alfa-2b', 'Sylatron', 'Pegintron', 'Pegintron']",30
NCT00018031,"[[""ribavirin"", ""Rebetol"", ""ICN-1229"", ""Copegus"", ""ribavirin amidine"", ""Virazole"", ""Catenin Delta-1"", ""Virazole"", ""ribavirin"", ""ribavirin"", ""ribavirin"", ""ribavirin"", ""Ribasphere""], [""peginterferon alfa-2b"", ""Sylatron"", ""Pegintron"", ""Pegintron""]]","[""DB00811"", ""DB00022""]","[""-1"", ""-1""]",hiv infections,Diseases of the genitourinary system,DB00811,DB00022,"['ribavirin', 'Rebetol', 'ICN-1229', 'Copegus', 'ribavirin amidine', 'Virazole', 'Catenin Delta-1', 'Virazole', 'ribavirin', 'ribavirin', 'ribavirin', 'ribavirin', 'Ribasphere']","['peginterferon alfa-2b', 'Sylatron', 'Pegintron', 'Pegintron']",1
NCT00018902,"[[""citalopram"", ""Celexa""], [""fluoxetine"", ""Prozac""]]","[""DB00215"", ""DB00472""]","[""CID2771"", ""CID3386""]",depression,Mood disorders,DB00215,DB00472,"['citalopram', 'Celexa']","['fluoxetine', 'Prozac']",3
NCT00020761,"[[""paclitaxel""], [""irinotecan""]]","[""DB01229"", ""DB00762""]","[""-1"", ""CID60838""]",esophageal cancer,Diseases of oesophagus,DB01229,DB00762,['paclitaxel'],['irinotecan'],7
NCT00020761,"[[""paclitaxel""], [""irinotecan""]]","[""DB01229"", ""DB00762""]","[""-1"", ""CID60838""]",gastric cancer,Diseases of the stomach or the duodenum,DB01229,DB00762,['paclitaxel'],['irinotecan'],6
NCT00020787,"[[""cisplatin"", ""cisplatin"", ""cisplatin""], [""fluorouracil"", ""fluorouracil""]]","[""DB00515"", ""DB00544""]","[""-1"", ""-1""]",gastric cancer,Diseases of the stomach or the duodenum,DB00515,DB00544,"['cisplatin', 'cisplatin', 'cisplatin']","['fluorouracil', 'fluorouracil']",12
NCT00022516,"[[""cyclophosphamide"", ""Endoxan"", ""cytoxan""], [""methotrexate"", ""Trexall""]]","[""DB00531"", ""DB00563""]","[""CID2907"", ""CID126941""]",breast cancer,Disorders of breast,DB00531,DB00563,"['cyclophosphamide', 'Endoxan', 'cytoxan']","['methotrexate', 'Trexall']",3
NCT00022672,"[[""anastrozole"", ""Arimidex""], [""trastuzumab"", ""Herceptin""]]","[""DB01217"", ""DB00072""]","[""CID2187"", ""-1""]",breast cancer,Disorders of breast,DB01217,DB00072,"['anastrozole', 'Arimidex']","['trastuzumab', 'Herceptin']",1
NCT00022698,"[[""capecitabine""], [""irinotecan""]]","[""DB01101"", ""DB00762""]","[""CID60953"", ""CID60838""]",colorectal cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01101,DB00762,['capecitabine'],['irinotecan'],14
NCT00023920,"[[""cytarabine"", ""cytarabine"", ""Ara-C"", ""cytarabine"", ""cytosar"", ""cytarabine""], [""idarubicin"", ""idarubicin"", ""idarubicin"", ""idarubicin""]]","[""DB00987"", ""DB01177""]","[""CID6253"", ""CID42890""]",blastic phase chronic myelogenous leukemia,Neoplasms,DB00987,DB01177,"['cytarabine', 'cytarabine', 'Ara-C', 'cytarabine', 'cytosar', 'cytarabine']","['idarubicin', 'idarubicin', 'idarubicin', 'idarubicin']",71
NCT00023959,"[[""fluorouracil"", ""fluorouracil"", ""fluorouracil"", ""fluorouracil""], [""hydroxyurea"", ""hydroxyurea"", ""hydroxyurea"", ""Hydrea"", ""hydroxyurea""]]","[""DB00544"", ""DB01005""]","[""-1"", ""CID3657""]",recurrent adenoid cystic carcinoma of the oral cavity,Neoplasms of the respiratory system,DB00544,DB01005,"['fluorouracil', 'fluorouracil', 'fluorouracil', 'fluorouracil']","['hydroxyurea', 'hydroxyurea', 'hydroxyurea', 'Hydrea', 'hydroxyurea']",19
NCT00023959,"[[""fluorouracil"", ""fluorouracil"", ""fluorouracil"", ""fluorouracil""], [""hydroxyurea"", ""hydroxyurea"", ""hydroxyurea"", ""Hydrea"", ""hydroxyurea""]]","[""DB00544"", ""DB01005""]","[""-1"", ""CID3657""]",recurrent basal cell carcinoma of the lip,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00544,DB01005,"['fluorouracil', 'fluorouracil', 'fluorouracil', 'fluorouracil']","['hydroxyurea', 'hydroxyurea', 'hydroxyurea', 'Hydrea', 'hydroxyurea']",20
NCT00023959,"[[""fluorouracil"", ""fluorouracil"", ""fluorouracil"", ""fluorouracil""], [""hydroxyurea"", ""hydroxyurea"", ""hydroxyurea"", ""Hydrea"", ""hydroxyurea""]]","[""DB00544"", ""DB01005""]","[""-1"", ""CID3657""]",recurrent squamous cell carcinoma of the paranasal sinus and nasal cavity,"In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",DB00544,DB01005,"['fluorouracil', 'fluorouracil', 'fluorouracil', 'fluorouracil']","['hydroxyurea', 'hydroxyurea', 'hydroxyurea', 'Hydrea', 'hydroxyurea']",1
NCT00023959,"[[""fluorouracil"", ""fluorouracil"", ""fluorouracil"", ""fluorouracil""], [""hydroxyurea"", ""hydroxyurea"", ""hydroxyurea"", ""Hydrea"", ""hydroxyurea""]]","[""DB00544"", ""DB01005""]","[""-1"", ""CID3657""]",stage iii verrucous carcinoma of the oral cavity,Malignant neoplasms involving the skin,DB00544,DB01005,"['fluorouracil', 'fluorouracil', 'fluorouracil', 'fluorouracil']","['hydroxyurea', 'hydroxyurea', 'hydroxyurea', 'Hydrea', 'hydroxyurea']",2
NCT00026494,"[[""temozolomide""], [""vinorelbine""]]","[""DB00853"", ""DB00361""]","[""CID5394"", ""CID60780""]",metastatic cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00853,DB00361,['temozolomide'],['vinorelbine'],1
NCT00027612,"[[""carmustine""], [""irinotecan""]]","[""DB00262"", ""DB00762""]","[""CID2578"", ""CID60838""]",brain and central nervous system tumors,Neoplasms,DB00262,DB00762,['carmustine'],['irinotecan'],1
NCT00028925,"[[""topotecan hydrochloride""], [""carboplatin""]]","[""DB01030"", ""DB00958""]","[""CID60699"", ""-1""]",lung cancer,Neoplasms of the respiratory system,DB01030,DB00958,['topotecan hydrochloride'],['carboplatin'],3
NCT00028990,"[[""bevacizumab"", ""Avastin""], [""paclitaxel""]]","[""DB00112"", ""DB01229""]","[""-1"", ""-1""]",breast cancer,Disorders of breast,DB00112,DB01229,"['bevacizumab', 'Avastin']",['paclitaxel'],21
NCT00030264,"[[""methotrexate""], [""vinblastine""]]","[""DB00563"", ""DB00570""]","[""CID126941"", ""CID241903""]",neurofibromatosis type 1,Inherited cancer-predisposing syndromes,DB00563,DB00570,['methotrexate'],['vinblastine'],1
NCT00030407,"[[""docetaxel"", ""Taxotere""], [""celecoxib"", ""Celebrex""]]","[""DB01248"", ""DB00482""]","[""CID148124"", ""CID2662""]",lung cancer,Neoplasms of the respiratory system,DB01248,DB00482,"['docetaxel', 'Taxotere']","['celecoxib', 'Celebrex']",2
NCT00030576,"[[""cisplatin""], [""erlotinib""]]","[""DB00515"", ""DB00530""]","[""-1"", ""CID176870""]",head and neck cancer,Neoplasms of the nervous system,DB00515,DB00530,['cisplatin'],['erlotinib'],1
NCT00031395,"[[""methylphenidate"", ""methylphenidate""], [""clonidine""]]","[""DB00422"", ""DB00575""]","[""-1"", ""CID2803""]",attention deficit disorder with hyperactivity,Neurodevelopmental disorders,DB00422,DB00575,"['methylphenidate', 'methylphenidate']",['clonidine'],2
NCT00031434,"[[""valganciclovir""], [""ganciclovir""]]","[""DB01610"", ""DB01004""]","[""CID64147"", ""-1""]",cytomegalovirus infections,Cytomegaloviral disease,DB01610,DB01004,['valganciclovir'],['ganciclovir'],6
NCT00031681,"[[""7-hydroxystaurosporine"", ""UCN 01""], [""irinotecan"", ""Campto"", ""Camptosar"", ""Camptothecin-11"", ""irinotecan""]]","[""DB01933"", ""DB00762""]","[""CID72271"", ""CID60838""]",advanced adult primary liver cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01933,DB00762,"['7-hydroxystaurosporine', 'UCN 01']","['irinotecan', 'Campto', 'Camptosar', 'Camptothecin-11', 'irinotecan']",34
NCT00031681,"[[""7-hydroxystaurosporine"", ""UCN 01""], [""irinotecan"", ""Campto"", ""Camptosar"", ""Camptothecin-11"", ""irinotecan""]]","[""DB01933"", ""DB00762""]","[""CID72271"", ""CID60838""]",carcinoma of the appendix,"In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",DB01933,DB00762,"['7-hydroxystaurosporine', 'UCN 01']","['irinotecan', 'Campto', 'Camptosar', 'Camptothecin-11', 'irinotecan']",2
NCT00031681,"[[""7-hydroxystaurosporine"", ""UCN 01""], [""irinotecan"", ""Campto"", ""Camptosar"", ""Camptothecin-11"", ""irinotecan""]]","[""DB01933"", ""DB00762""]","[""CID72271"", ""CID60838""]",estrogen receptor-negative breast cancer,Disorders of breast,DB01933,DB00762,"['7-hydroxystaurosporine', 'UCN 01']","['irinotecan', 'Campto', 'Camptosar', 'Camptothecin-11', 'irinotecan']",6
NCT00031681,"[[""7-hydroxystaurosporine"", ""UCN 01""], [""irinotecan"", ""Campto"", ""Camptosar"", ""Camptothecin-11"", ""irinotecan""]]","[""DB01933"", ""DB00762""]","[""CID72271"", ""CID60838""]",extensive stage small cell lung cancer,Neoplasms of the respiratory system,DB01933,DB00762,"['7-hydroxystaurosporine', 'UCN 01']","['irinotecan', 'Campto', 'Camptosar', 'Camptothecin-11', 'irinotecan']",17
NCT00031681,"[[""7-hydroxystaurosporine"", ""UCN 01""], [""irinotecan"", ""Campto"", ""Camptosar"", ""Camptothecin-11"", ""irinotecan""]]","[""DB01933"", ""DB00762""]","[""CID72271"", ""CID60838""]",gastrointestinal stromal tumor,Neoplasms of the circulatory system,DB01933,DB00762,"['7-hydroxystaurosporine', 'UCN 01']","['irinotecan', 'Campto', 'Camptosar', 'Camptothecin-11', 'irinotecan']",2
NCT00031681,"[[""7-hydroxystaurosporine"", ""UCN 01""], [""irinotecan"", ""Campto"", ""Camptosar"", ""Camptothecin-11"", ""irinotecan""]]","[""DB01933"", ""DB00762""]","[""CID72271"", ""CID60838""]",recurrent borderline ovarian surface epithelial-stromal tumor,Diseases of the female genital system,DB01933,DB00762,"['7-hydroxystaurosporine', 'UCN 01']","['irinotecan', 'Campto', 'Camptosar', 'Camptothecin-11', 'irinotecan']",2
NCT00031681,"[[""7-hydroxystaurosporine"", ""UCN 01""], [""irinotecan"", ""Campto"", ""Camptosar"", ""Camptothecin-11"", ""irinotecan""]]","[""DB01933"", ""DB00762""]","[""CID72271"", ""CID60838""]",recurrent esophageal cancer,Diseases of oesophagus,DB01933,DB00762,"['7-hydroxystaurosporine', 'UCN 01']","['irinotecan', 'Campto', 'Camptosar', 'Camptothecin-11', 'irinotecan']",2
NCT00031681,"[[""7-hydroxystaurosporine"", ""UCN 01""], [""irinotecan"", ""Campto"", ""Camptosar"", ""Camptothecin-11"", ""irinotecan""]]","[""DB01933"", ""DB00762""]","[""CID72271"", ""CID60838""]",recurrent gastric cancer,Diseases of the stomach or the duodenum,DB01933,DB00762,"['7-hydroxystaurosporine', 'UCN 01']","['irinotecan', 'Campto', 'Camptosar', 'Camptothecin-11', 'irinotecan']",2
